@relation page-blocks0
@attribute Height integer [1, 804]
@attribute Lenght integer [1, 553]
@attribute Area integer [7, 143993]
@attribute Eccen real [0.0070, 537.0]
@attribute P_black real [0.052, 1.0]
@attribute P_and real [0.062, 1.0]
@attribute Mean_tr real [1.0, 4955.0]
@attribute Blackpix integer [1, 33017]
@attribute Blackand integer [7, 46133]
@attribute Wb_trans integer [1, 3212]
@attribute Class {positive, negative}
@inputs Height, Lenght, Area, Eccen, P_black, P_and, Mean_tr, Blackpix, Blackand, Wb_trans
@outputs Class
@data
1, 102, 102, 102.0, 0.961, 1.0, 24.5, 98, 102, 4, positive
6, 10, 60, 1.667, 0.183, 0.65, 1.83, 11, 39, 6, negative
1, 29, 29, 29.0, 0.31, 1.0, 1.13, 9, 29, 8, negative
4, 44, 176, 11.0, 0.267, 0.778, 1.42, 47, 137, 33, negative
6, 39, 234, 6.5, 0.226, 0.705, 1.66, 53, 165, 32, negative
6, 50, 300, 8.333, 0.24, 0.63, 1.76, 72, 189, 41, negative
7, 8, 56, 1.143, 0.304, 0.768, 1.42, 17, 43, 12, negative
5, 58, 290, 11.6, 0.09, 0.259, 1.18, 26, 75, 22, negative
16, 90, 1440, 5.625, 0.197, 0.77, 1.39, 283, 1109, 204, negative
7, 6, 42, 0.857, 0.286, 0.857, 1.71, 12, 36, 7, negative
7, 28, 196, 4.0, 0.286, 0.781, 1.56, 56, 153, 36, negative
8, 30, 240, 3.75, 0.242, 0.821, 1.53, 58, 197, 38, negative
7, 34, 238, 4.857, 0.223, 0.916, 1.33, 53, 218, 40, negative
6, 7, 42, 1.167, 0.452, 1.0, 2.38, 19, 42, 8, negative
9, 261, 2349, 29.0, 0.183, 0.718, 1.42, 430, 1686, 302, negative
10, 285, 2850, 28.5, 0.175, 0.598, 1.58, 499, 1703, 315, negative
23, 92, 2116, 4.0, 0.145, 0.532, 1.44, 306, 1126, 212, negative
6, 85, 510, 14.167, 0.239, 0.725, 1.42, 122, 370, 86, negative
5, 2, 10, 0.4, 0.7, 0.7, 7.0, 7, 7, 1, positive
7, 18, 126, 2.571, 0.262, 0.873, 1.94, 33, 110, 17, negative
7, 22, 154, 3.143, 0.097, 0.403, 1.36, 15, 62, 11, negative
5, 11, 55, 2.2, 0.309, 0.836, 1.7, 17, 46, 10, negative
6, 12, 72, 2.0, 0.319, 1.0, 1.53, 23, 72, 15, negative
7, 15, 105, 2.143, 0.2, 0.571, 1.5, 21, 60, 14, negative
7, 14, 98, 2.0, 0.357, 0.939, 1.84, 35, 92, 19, negative
8, 37, 296, 4.625, 0.264, 0.676, 1.86, 78, 200, 42, negative
5, 18, 90, 3.6, 0.322, 1.0, 1.45, 29, 90, 20, negative
11, 552, 6072, 50.182, 0.816, 0.816, 4955.0, 4955, 4955, 1, positive
11, 60, 660, 5.455, 0.271, 0.85, 1.97, 179, 561, 91, negative
12, 117, 1404, 9.75, 0.2, 0.714, 1.6, 281, 1002, 176, negative
1, 12, 12, 12.0, 0.667, 1.0, 4.0, 8, 12, 2, positive
1, 69, 69, 69.0, 0.667, 1.0, 4.18, 46, 69, 11, positive
1, 107, 107, 107.0, 0.869, 1.0, 18.6, 93, 107, 5, positive
14, 440, 6160, 31.429, 0.158, 0.626, 1.54, 975, 3857, 632, negative
10, 18, 180, 1.8, 0.289, 0.744, 2.6, 52, 134, 20, negative
10, 18, 180, 1.8, 0.294, 0.872, 2.3, 53, 157, 23, negative
11, 357, 3927, 32.455, 0.215, 0.823, 1.55, 845, 3232, 546, negative
13, 377, 4901, 29.0, 0.178, 0.746, 1.59, 872, 3655, 548, negative
2, 325, 650, 162.5, 0.485, 0.537, 28.64, 315, 349, 11, positive
5, 5, 25, 1.0, 0.72, 0.72, 18.0, 18, 18, 1, negative
1, 34, 34, 34.0, 0.471, 1.0, 1.07, 16, 34, 15, positive
9, 137, 1233, 15.222, 0.235, 0.693, 1.7, 290, 854, 171, negative
9, 311, 2799, 34.556, 0.163, 0.582, 1.34, 456, 1629, 340, negative
6, 96, 576, 16.0, 0.238, 0.778, 1.38, 137, 448, 99, negative
9, 128, 1152, 14.222, 0.219, 0.745, 1.44, 252, 858, 175, negative
7, 41, 287, 5.857, 0.261, 0.885, 1.32, 75, 254, 57, negative
118, 105, 12390, 0.89, 0.052, 0.105, 3.33, 642, 1296, 193, positive
2, 100, 200, 50.0, 0.46, 0.505, 11.5, 92, 101, 8, positive
9, 295, 2655, 32.778, 0.2, 0.559, 1.5, 531, 1483, 354, negative
10, 263, 2630, 26.3, 0.204, 0.589, 1.54, 537, 1550, 348, negative
9, 134, 1206, 14.889, 0.216, 0.68, 1.65, 260, 820, 158, negative
7, 178, 1246, 25.429, 0.242, 0.795, 1.41, 301, 990, 213, negative
8, 90, 720, 11.25, 0.207, 0.738, 1.54, 149, 531, 97, negative
1, 106, 106, 106.0, 0.434, 1.0, 1.02, 46, 106, 45, positive
7, 346, 2422, 49.429, 0.173, 0.716, 1.23, 418, 1733, 341, negative
7, 123, 861, 17.571, 0.139, 0.674, 1.26, 120, 580, 95, negative
6, 19, 114, 3.167, 0.184, 0.781, 1.24, 21, 89, 17, negative
5, 89, 445, 17.8, 0.169, 0.717, 1.14, 75, 319, 66, negative
20, 16, 320, 0.8, 0.5, 0.572, 26.67, 160, 183, 6, negative
28, 82, 2296, 2.929, 0.271, 0.39, 8.9, 623, 895, 70, negative
19, 28, 532, 1.474, 0.588, 0.912, 13.04, 313, 485, 24, negative
7, 42, 294, 6.0, 0.405, 0.976, 2.05, 119, 287, 58, negative
1, 126, 126, 126.0, 0.992, 1.0, 125.0, 125, 126, 1, positive
12, 115, 1380, 9.583, 0.256, 0.572, 1.74, 353, 790, 203, negative
11, 11, 121, 1.0, 0.455, 0.876, 4.23, 55, 106, 13, negative
2, 24, 48, 12.0, 0.354, 1.0, 3.4, 17, 48, 5, positive
14, 102, 1428, 7.286, 0.356, 0.709, 2.96, 509, 1013, 172, negative
2, 199, 398, 99.5, 0.485, 0.508, 32.17, 193, 202, 6, positive
14, 84, 1176, 6.0, 0.261, 0.623, 2.31, 307, 733, 133, negative
11, 11, 121, 1.0, 0.438, 0.868, 4.08, 53, 105, 13, negative
10, 21, 210, 2.1, 0.457, 0.933, 2.91, 96, 196, 33, negative
60, 57, 3420, 0.95, 0.46, 0.831, 3.91, 1574, 2843, 403, negative
36, 5, 180, 0.139, 0.656, 0.817, 7.87, 118, 147, 15, negative
1, 14, 14, 14.0, 1.0, 1.0, 14.0, 14, 14, 1, positive
9, 151, 1359, 16.778, 0.257, 0.941, 1.48, 349, 1279, 236, negative
10, 170, 1700, 17.0, 0.261, 0.709, 1.66, 444, 1206, 268, negative
9, 1, 9, 0.111, 1.0, 1.0, 9.0, 9, 9, 1, positive
22, 208, 4576, 9.455, 0.203, 0.555, 1.59, 928, 2539, 585, negative
1, 131, 131, 131.0, 0.977, 1.0, 64.0, 128, 131, 2, positive
11, 147, 1617, 13.364, 0.32, 0.607, 2.2, 518, 982, 235, negative
2, 62, 124, 31.0, 0.452, 0.565, 11.2, 56, 70, 5, positive
11, 147, 1617, 13.364, 0.257, 0.761, 1.58, 416, 1230, 264, negative
11, 193, 2123, 17.545, 0.243, 0.683, 1.59, 516, 1451, 325, negative
1, 87, 87, 87.0, 0.92, 1.0, 16.0, 80, 87, 5, positive
7, 4, 28, 0.571, 0.714, 0.929, 10.0, 20, 26, 2, negative
